sr_no,name,id,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
81,LIVE CARE (WOMEN AND CHILDREN CARE) TRUST,"show_ngo_info(""234714"");","AABTL3497M, DELHI (DELHI)","1/10168, GALI NO. 1, WEST GORAKH PARK, SHAHDARA, DELHI110032","Children,Education & Literacy,Health & Family Welfare,Civic Issues,Differently Abled,Aged/Elderly,Human Rights,Rural Development & Poverty Alleviation,Women's Development & Empowerment","HOUSE NO-P-5/40,41 MANGOL PURI DELHI-110083",NEW DELHI,DELHI,Not Available,9717443380,Not Available,nida8343(at)gmail[dot]com
,,,,,,,,,,,,
82,LIVE SANITIZED FOUNDATION,"show_ngo_info(""190958"");","665, Delhi (DELHI)","8-A, 40, GROUND FLOOR, W.E.A, KAROLBAGH","Disaster Management,Drinking Water,Health & Family Welfare,Water Resources,Any Other,Civic Issues,Education & Literacy,Environment & Forests,Panchayati Raj,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Women's Development & Empowerment","1/10168, GALI NO. 1, WEST GORAKH PARK, SHAHDARA, DELHI110032",DELHI,DELHI,Not Available,8860623430,Not Available,ucoconsultancy(at)gmail[dot]com
,,,,,,,,,,,,
83,LIVEJAM FOUNDATION,"show_ngo_info(""178916"");","1244, DELHI (DELHI)","6037 SECTOR C POCKET 6, VASANT KUNJ, NEW DELHI","Art & Culture,Children,Education & Literacy,Youth Affairs,Any Other","8-A, 40, GROUND FLOOR, W.E.A, KAROLBAGH",Delhi,DELHI,Not Available,8076358668,http://www.livesanitized.org,loyola[dot]s.ignatius(at)gmail.com
,,,,,,,,,,,,
84,LIVELIHOOD INITIATIVES FOR EMPOWERMENT,"show_ngo_info(""107213"");","371, DELHI (DELHI)","B-606, SATYAM APARTMENT, PLOT NO-05, SECTOR-18A, DWARKA",Health & Family Welfare,"6037 SECTOR C POCKET 6, VASANT KUNJ, NEW DELHI",DELHI,DELHI,Not Available,9810776698,https://www.livejam.org,kalpana(at)livejam[dot]org
,,,,,,,,,,,,
85,LIVESTOCK AND SOCIAL WELFARE DEVELOPMENT SOCIETY,"show_ngo_info(""176000"");","64377/2009, KHIRKI EXTENSION (DELHI)","J-1/13, GUPTA COLONY, KHIRKI EXTENSION, NEW110017","Children,Women's Development & Empowerment,Dalit Upliftment,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Information & Communication Technology,Legal Awareness & Aid,Vocational Training,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Rural Development & Poverty Alleviation","B-606, SATYAM APARTMENT, PLOT NO-05, SECTOR-18A, DWARKA",DELHI,DELHI,011-45603795,9711859874,http://www.lifeindia.co,sunil[dot]sharma(at)lifeindia.co
,,,,,,,,,,,,
86,LIVING HOPE MINISTRIES,"show_ngo_info(""217030"");","S-18549, NEW DELHI (DELHI)","B-101, PALAM APARTMENTS, BIJWASAN, NEW DELHI","Education & Literacy,Vocational Training,Any Other","J-1/13, GUPTA COLONY, KHIRKI EXTENSION, NEW110017",KHIRKI EXTENSION,DELHI,Not Available,8791829659,Not Available,gargiupadhyay119(at)gmail[dot]com
,,,,,,,,,,,,
87,Local Development Committee Qutub Vihar Phase 2 Block D,"show_ngo_info(""228253"");","60, New Delhi (DELHI)","D-508A. D Block, Qutub Vihar Phase 2 New Delhi-110071, Contact Number:8802669673","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs","B-101, PALAM APARTMENTS, BIJWASAN, NEW DELHI",NEW DELHI,DELHI,Not Available,9205258018,Not Available,lhmindia101(at)gmail[dot]com
,,,,,,,,,,,,
88,LocalCircles India Pvt Ltd,"show_ngo_info(""207724"");","U72200DL2012PTC233891, New Delhi (DELHI)","M 91, Saket","Civic Issues,Education & Literacy,Food Processing,Micro Small & Medium Enterprises","D-508A. D Block, Qutub Vihar Phase 2 New Delhi-110071, Contact Number:8802669673",New Delhi,DELHI,Not Available,9953736831,Not Available,ldcqv2d(at)gmail[dot]com
,,,,,,,,,,,,
89,lok adhikar,"show_ngo_info(""186071"");","ROS/North/09/2016, Delhi (DELHI)","Block-E , House no.1865 First floor Jahangir Puri Delhi-110033",Rural Development & Poverty Alleviation,"M 91, Saket",New Delhi,DELHI,Not Available,9582872270,http://www.localcircles.com,cmd[dot]office(at)localcircles.com
,,,,,,,,,,,,
90,LOK BHARTI EDUCATION SOCIETY,"show_ngo_info(""182293"");","S-23739 , NEW DELHI (DELHI)","10, SAGAR APPARTMENTS, 6 TILAK MARG,",Vocational Training,"Block-E , House no.1865 First floor Jahangir Puri Delhi-110033",Delhi,DELHI,Not Available,9910458595,http://www.lokadhikarngo.in,ngolokadhikar(at)gmail[dot]com
,,,,,,,,,,,,
91,Lok Hith Manav Social Welfare Society,"show_ngo_info(""186314"");","S/62795/2008, Delhi (DELHI)","318-D, Mayur Vihar, Phase-II, New Delhi 110091",Data Not Found,"10, SAGAR APPARTMENTS, 6 TILAK MARG,",NEW DELHI,DELHI,Not Available,9599703045,Not Available,manoj[dot]kumar(at)lokbharti.ac.in
,,,,,,,,,,,,
92,LOK JAN KALYAN SAMITI,"show_ngo_info(""221398"");","65247/2009, Delhi (DELHI)","M1/39, I K CHY, BUDH VIHAR PHASE-1",Data Not Found,"318-D, Mayur Vihar, Phase-II, New Delhi 110091",Delhi,DELHI,Not Available,9312239076,Not Available,rajiv_saxena9(at)yahoo[dot]com
,,,,,,,,,,,,
93,Lok Kala Manch,"show_ngo_info(""185908"");","S.1546 OF 1959-1960, New Delhi (DELHI)","Lok Kala Manch20, Lodhi Institutional Area, Lodhi Road, New Delhi110 003",Art & Culture,"M1/39, I K CHY, BUDH VIHAR PHASE-1",Delhi,DELHI,Not Available,9560112708,Not Available,cachhaya99(at)gmail[dot]com
,,,,,,,,,,,,
94,LOK KALYAN SAMITI,"show_ngo_info(""184015"");","S 766, Delhi (DELHI)","Sucheta Bhavan,11- A, Vishnu Digamber Marg,New Delhi-110002",Any Other,"Lok Kala Manch20, Lodhi Institutional Area, Lodhi Road, New Delhi110 003",New Delhi,DELHI,Not Available,9810597410,http:www.lokkalamanch.org,booking(at)lokkalamanch[dot]org
,,,,,,,,,,,,
95,"LOK KALYAN SIKSHA SAMITI SECTOR-6,ROHINI","show_ngo_info(""205392"");","S/633/SDM/NW/2011, Naharpur (DELHI)","C-4/132,SECTOR-6,ROHINI,NORTH WEST,DELHI",Education & Literacy,"Sucheta Bhavan,
11- A, Vishnu Digamber Marg,
New Delhi-110002",Delhi,DELHI,Not Available,9990166320,Not Available,lokkalyansamiti(at)gmail[dot]com
,,,,,,,,,,,,
96,LOK PRAGATI TRUST,"show_ngo_info(""220284"");","1836, New Delhi (DELHI)",PLAT NO 538 POCKET 7SECTOR A 10 NARELA DELHI 110040,"Education & Literacy,Any Other","C-4/132,SECTOR-6,ROHINI,NORTH WEST,DELHI",Naharpur,DELHI,Not Available,9891201117,Not Available,meetdj(at)rediffmail[dot]com
,,,,,,,,,,,,
97,Lok Seva Charitable Trust,"show_ngo_info(""183886"");","327, New Delhi (DELHI)",A-6 Frist Floor Pul pehladPurMain SurajKund Road New Delhi-110044,Data Not Found,PLAT NO 538 POCKET 7SECTOR A 10 NARELA DELHI 110040,New Delhi,DELHI,Not Available,8826867967,Not Available,dk[dot]best4u(at)gmail.com
,,,,,,,,,,,,
98,LOK SWABHIMAAN,"show_ngo_info(""188295"");","45132, DELHI (DELHI)","E-105, KUNWAR SINGH CHOWK, BALJEET NAGAR, NEW DELHI-110008","Children,Civic Issues,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),New & Renewable Energy,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other",A-6 Frist Floor Pul pehladPurMain SurajKund Road New Delhi-110044,New Delhi,DELHI,Not Available,9718597024,Not Available,pardeep[dot]chandra24(at)gmail.com
,,,,,,,,,,,,
99,lok vikas seva society,"show_ngo_info(""178695"");","68241, NEW DELHI (DELHI)",7J/2 AMRIT PURI A EAST OF KAILASH NEW DELHI - 110065,Education & Literacy,"E-105, KUNWAR SINGH CHOWK, BALJEET NAGAR, NEW DELHI-110008",DELHI,DELHI,Not Available,9999618030,Not Available,lokswabhimaan123(at)gmail[dot]com
,,,,,,,,,,,,
100,LOKARPAN SEWA SAMITI,"show_ngo_info(""233226"");","District East/406/11, Delhi (DELHI)",A-154B NEW ASHOK NAGAR DELHI-110096,"Environment & Forests,Water Resources",7J/2 AMRIT PURI A EAST OF KAILASH NEW DELHI - 110065,NEW DELHI,DELHI,Not Available,9990481234,Not Available,lokvikasseva[dot]society(at)gmail.com
,,,,,,,,,,,,
1,LOKNAYAK JAYAPRAKASH INTERNATIONAL STUDIES DEVELOPMENT CENTRE,"show_ngo_info(""191201"");","2207, DELHI (DELHI)","304, R G SQUARE, I P EXTENSION, PATPARGANJ, DELHI 110092",Data Not Found,,,,,,,
,,,,,,,,,,,,
2,Loknayak Manawadhikar welfare Society,"show_ngo_info(""218594"");","00733NE, Delhi (DELHI)",C-35 Petrol Pump Near Bhajanpura Shahdara Delhi,"Drinking Water,Health & Family Welfare,Drinking Water,Health & Family Welfare","304, R G SQUARE, I P EXTENSION, PATPARGANJ, DELHI 110092",DELHI,DELHI,Not Available,8178964683,Not Available,CAABHIMANYUSINGHAL86(at)GMAIL[dot]COM
,,,,,,,,,,,,
3,LORD BUDDHA EDUCATIONAL AND WELFARE TRUST,"show_ngo_info(""160505"");","6915, DELHI (DELHI)","J-128, FIRST FLOOR, ROOM NO 103, MOHAMMADPUR VILLAGE, NEAR NEW BARAT GHAR, R.K. PURAM NEW DELHI-110066","Education & Literacy,Information & Communication Technology,Nutrition,Vocational Training,Women's Development & Empowerment",C-35 Petrol Pump Near Bhajanpura Shahdara Delhi,Delhi,DELHI,Not Available,9927717650,Not Available,Loknayakmanvadhikar(at)gmail[dot]com
,,,,,,,,,,,,
4,LORD BUDDHAS SOCIETY,"show_ngo_info(""180388"");","S/27333, KAROL BAGH (DELHI)","109, Namdhari Chambers, 9/54 Desh Bandhu Gupta Road, Karol Bagh",Education & Literacy,"J-128, FIRST FLOOR, ROOM NO 103, MOHAMMADPUR VILLAGE, NEAR NEW BARAT GHAR, R.K. PURAM NEW DELHI-110066",DELHI,DELHI,Not Available,9935078681,Not Available,BOSTON[dot]CEC(at)GMAIL.COM
,,,,,,,,,,,,
5,LORD KRISHNA CHARITABLE TRUST REGD,"show_ngo_info(""214422"");","10761, NEW DELHI (DELHI)","F-9, ANUPAM PLAZA, KALU SARAI, HAUZ KHAS",Education & Literacy,"109, Namdhari Chambers, 9/54 Desh Bandhu Gupta Road, Karol Bagh",KAROL BAGH,DELHI,Not Available,9910113773,Not Available,vinodd_vansal(at)yahoo[dot]com
,,,,,,,,,,,,
6,Lord Our Righteousness,"show_ngo_info(""198561"");","10791, Tripolia (DELHI)","House No: 37, block-F, Desu Colony, Tripolia, North Delhi",Data Not Found,"F-9, ANUPAM PLAZA, KALU SARAI, HAUZ KHAS",NEW DELHI,DELHI,Not Available,9891985497,Not Available,tanujkumar199318(at)gmail[dot]com
,,,,,,,,,,,,
7,LORDS EDUCATION AND HEALTH SOCIETY,"show_ngo_info(""171603"");","S/47696/2003, New Delhi (DELHI)","Building No 24/30 (3rd Floor), Okhla Industrial Area, Phase-III, New Delhi-110020",Health & Family Welfare,"House No: 37, block-F, Desu Colony, Tripolia, North Delhi",Tripolia,DELHI,Not Available,9414233762,Not Available,dr[dot]princeoliver(at)gmail.com
,,,,,,,,,,,,
8,LOS AMIGOS SOCIETY,"show_ngo_info(""156692"");","S-22241/1991, DELHI (DELHI)",C-153 SURAJMAL VIHAR,Data Not Found,"Building No 24/30 (3rd Floor), Okhla Industrial Area, Phase-III, New Delhi-110020",New Delhi,DELHI,Not Available,9650088778,http://www.lehswishindia.org,mchakraborty(at)wishfoundationindia[dot]org
,,,,,,,,,,,,
9,LOTT CAREY BAPTIST MISSION CHARITABLE TRUST,"show_ngo_info(""152402"");","29004, New Delhi (DELHI)","5 Ansari Road, DaryaganjNew Delhi",Data Not Found,C-153 SURAJMAL VIHAR,DELHI,DELHI,Not Available,9811989899,Not Available,ceo(at)sriram[dot]ac.in
,,,,,,,,,,,,
10,Lott Carey Baptist Mission in India,"show_ngo_info(""152118"");","S 2159, New Delhi (DELHI)","5 Ansari Road, DaryaganjNew Delhi",Education & Literacy,"5 Ansari Road, Daryaganj
New Delhi",New Delhi,DELHI,Not Available,9810113803,Not Available,ttroy1953(at)gmail[dot]com
,,,,,,,,,,,,
11,Love And Care Foundation,"show_ngo_info(""201388"");","75, DELHI (DELHI)","55B, LIG, MAYUR VIHAR, PHASE-3","Art & Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,Food Processing,Health & Family Welfare,Human Rights,Labour & Employment,Minority Issues,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tourism,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other","5 Ansari Road, Daryaganj
New Delhi",New Delhi,DELHI,Not Available,9810393529,Not Available,lcbm(at)lottcarey[dot]in
,,,,,,,,,,,,
12,LOVE AND HOPE TRUST INDIA,"show_ngo_info(""109252"");","14761, NEW DELHI (DELHI)","11B, POCKET A, SFS FLATS, MAYUR VIHAR,PHASE 3","Children,Education & Literacy","55B, LIG, MAYUR VIHAR, PHASE-3",DELHI,DELHI,Not Available,8920718337,Not Available,lovencarefoundation(at)gmail[dot]com
,,,,,,,,,,,,
13,LOVE CARE FOUNDATION,"show_ngo_info(""162290"");","001113/NE/2012, delhi (DELHI)","B-50,G-2, Dilshad Colony, Delhi-110095","Children,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Right to Information & Advocacy,Vocational Training,Women's Development & Empowerment","11B, POCKET A, SFS FLATS, MAYUR VIHAR,PHASE 3",NEW DELHI,DELHI,06858-223322,7077647093,Not Available,sunelilovehope(at)gmail[dot]com
,,,,,,,,,,,,
14,Love Faith and Action Trust,"show_ngo_info(""97804"");","2050, Delhi (DELHI)","17 A Christian Colony, Patel Chest",Data Not Found,"B-50,G-2, Dilshad Colony, Delhi-110095",delhi,DELHI,Not Available,7065590222,http://www.lovecarefoundation.org,sanjoodadroo(at)gmail[dot]com
,,,,,,,,,,,,
15,LOVE FOR ANIMALS LORD BUDDHA FOUNDATION ( LOFA LOBFA ),"show_ngo_info(""190969"");","S-E/1261/Distt.South East/2017, NEW DELHI (DELHI)","3RD FLOOR, A-99 TAIMOOR NAGAR, NEW FRIENDS COLONY, NEW DELHI 110065.","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Civic Issues,Dalit Upliftment,Differently Abled,Education & Literacy,Environment & Forests,Human Rights,Labour & Employment,Land Resources,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","17 A Christian Colony, Patel Chest",Delhi,DELHI,011-65545808,9718020267,Not Available,seemalfat(at)yahoo[dot]com
,,,,,,,,,,,,
16,LOVYASHA FOUNDATION,"show_ngo_info(""200036"");","U85300DL2018NPL332600, Delhi (DELHI)","Plot No. 19A, Kh No. 527, Bhawani Nagar, G/F , Pole No. X056, Deen Pur Petrol Pump, South West DelhiNew Delhi- 110043","Agriculture,Art & Culture,Children,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Information & Communication Technology,Labour & Employment,Land Resources,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Panchayati Raj,Scientific & Industrial Research,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","3RD FLOOR, A-99 TAIMOOR NAGAR, NEW FRIENDS COLONY, NEW DELHI 110065.",NEW DELHI,DELHI,Not Available,9871275637,Not Available,vikasgautam25041987(at)gmail[dot]com
,,,,,,,,,,,,
17,Lt Amit Singh Memorial Foundation,"show_ngo_info(""190402"");","3336, Delhi (DELHI)","249, Sector 18A, Kargil Colony, Dwarka, Delhi-110075","Dalit Upliftment,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,Youth Affairs","Plot No. 19A, Kh No. 527, Bhawani Nagar, G/F , Pole No. X056, Deen Pur Petrol Pump, South West Delhi
New Delhi- 110043",Delhi,DELHI,Not Available,9678948096,Not Available,lovyashafoundation(at)gmail[dot]com
,,,,,,,,,,,,
18,Lubdhak Research Foundation,"show_ngo_info(""220612"");","U85100DL2018NPL342650, Delhi (DELHI)","157/9, 301B, Kishangarh Car Market, Vasant Kunj, NEW DELHI","Children,Differently Abled,Education & Literacy","249, Sector 18A, Kargil Colony, Dwarka, Delhi-110075",Delhi,DELHI,Not Available,9582898983,Not Available,ltamitsinghfoundation(at)gmail[dot]com
,,,,,,,,,,,,
19,LUCKY EDUCATIONAL AND SOCIAL WELFARE SOCIETY,"show_ngo_info(""230637"");","S-48341, New Delhi (DELHI)","Shop No-4,Plot No-8, Shalimar Bagh, Delhi-110052",Data Not Found,"157/9, 301B, Kishangarh Car Market, Vasant Kunj, NEW DELHI",Delhi,DELHI,Not Available,9871859367,https://www.lrf-aba.com/,anitchhetri(at)gmail[dot]com
,,,,,,,,,,,,
20,luis social welfare foundation,"show_ngo_info(""108920"");","S/66734/2009, NEW DELHI (DELHI)","10th Hailey Road,7th Floor no.25 Dakshnishwar Appartment, New Delhi 110053",Education & Literacy,"Shop No-4,Plot No-8, Shalimar Bagh, Delhi-110052",New Delhi,DELHI,Not Available,8750071616,http://leswsglobal.com,pankajkk234(at)gmail[dot]com
,,,,,,,,,,,,
21,lumbini educational and social advancement society,"show_ngo_info(""175905"");","52273, Delhi (DELHI)","Plot No-68A, Khasra No-609 Gali Ni-4 Harijan Basti Nasir Pur Delhi-45","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Education & Literacy,Environment & Forests,HIV/AIDS,Human Rights,Minority Issues,Women's Development & Empowerment,Youth Affairs,Children,Disaster Management,Environment & Forests,Health & Family Welfare,HIV/AIDS,Panchayati Raj,Science & Technology,Scientific & Industrial Research,Vocational Training,Women's Development & Empowerment","10th Hailey Road,7th Floor no.25 Dakshnishwar Appartment, New Delhi 110053",NEW DELHI,DELHI,011-23327777,9891019623,http://www.luisfoundation.org,jamshedihrpc(at)gmail[dot]com
,,,,,,,,,,,,
22,Lung Care Foundation,"show_ngo_info(""195955"");","960 B.No. 4 Vol No. 1786, Delhi (DELHI)","B-4/66, 2nd Floor, Safdarjung Enclave","Environment & Forests,Health & Family Welfare","Plot No-68A, Khasra No-609 Gali Ni-4 Harijan Basti Nasir Pur Delhi-45",Delhi,DELHI,Not Available,9013464594,Not Available,suneetkumar74(at)gmail[dot]com
,,,,,,,,,,,,
23,Lupin Human Welfare and Research Foundation,"show_ngo_info(""156077"");","1030/IV/1674/156-180, New Delhi (DELHI)","World Trade Towers, Barakhamba Road, Connaught Place","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Education & Literacy,Health & Family Welfare,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment","B-4/66, 2nd Floor, Safdarjung Enclave",Delhi,DELHI,Not Available,9650830895,https://lcf.org.in/,abhishek(at)lcf[dot]org.in
,,,,,,,,,,,,
24,M C MEHTA ENVIRONMENTAL FOUNDATION,"show_ngo_info(""219825"");","9144, NEW DELHI (DELHI)","5, August Kranti Marg, Anand Lok, New Delhi-110049",Environment & Forests,"World Trade Towers, Barakhamba Road, Connaught Place",New Delhi,DELHI,Not Available,8559816470,http://www.lupinfoundation.in,lupinfoundation(at)gmail[dot]com
,,,,,,,,,,,,
25,M M FOUNDATION,"show_ngo_info(""214691"");","1904, DELHI (DELHI)",F 39 VARDHMAN CENTRAL MALL NEHRU VIHAR,Education & Literacy,"5, August Kranti Marg, Anand Lok, New Delhi-110049",NEW DELHI,DELHI,Not Available,9582050599,Not Available,rk_sharda(at)hotmail[dot]com
,,,,,,,,,,,,
26,M S DILDAR HUSSAIN TRUST,"show_ngo_info(""197224"");","19519, Delhi (DELHI)",259-F TOP FLOOR NAIYYAR MANZIL JAMIA NAGAR,"Education & Literacy,Health & Family Welfare",F 39 VARDHMAN CENTRAL MALL NEHRU VIHAR,DELHI,DELHI,Not Available,9811262068,Not Available,itbmra2(at)gmail[dot]com
,,,,,,,,,,,,
27,M/S AL BASHIR,"show_ngo_info(""217298"");","S/20423, DELHI (DELHI)","122, ARJUN NAGAR, SAFDARJUNG ENCLAVE, NEW DELHI-110029","Vocational Training,Education & Literacy,Rural Development & Poverty Alleviation",259-F TOP FLOOR NAIYYAR MANZIL JAMIA NAGAR,Delhi,DELHI,Not Available,9819442001,Not Available,shiraz[dot]hssn(at)gmail.com
,,,,,,,,,,,,
28,MA GAYATRI DEVI FOUNDATION,"show_ngo_info(""221621"");","455, NEW DELHI (DELHI)","RZ-593, OLD-131, PHASE-2, GOPAL NAGAR, NAJAFGARH, SOUTH WEST DELHI","Agriculture,Art & Culture,Differently Abled,Disaster Management,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Minority Issues,Women's Development & Empowerment,Any Other","122, ARJUN NAGAR, SAFDARJUNG ENCLAVE, NEW DELHI-110029",DELHI,DELHI,Not Available,9811688858,Not Available,albashir(at)albashir[dot]org
,,,,,,,,,,,,
29,MA MY ANCHOR FOUNDATION,"show_ngo_info(""188944"");","S-45344/2003, Delhi (DELHI)",203-Raj Tower-1 G1 Alakhnanda community centerNew Delhi 110019,Drinking Water,"RZ-593, OLD-131, PHASE-2, GOPAL NAGAR, NAJAFGARH, SOUTH WEST DELHI",NEW DELHI,DELHI,Not Available,8920212050,Not Available,brijeshks1977(at)gmail[dot]com
