sr_no,name,city,address,work_sector,Address,City,State,Telephone,Mobile No,Website Url,E-mail
4,Jove Conscious Foundation,"U85100DL2015NPL276163, Delhi (DELHI)","JOVE CONSCIOUS FOUNDATIONKH No-411/1/1, G/F Firni Road , Village Mundka ,Pole No. MDKO480 Opp. Delhi Metro Rai Depo.New Delhi-110041Delhi , India","Women's Development & Empowerment,Education & Literacy,Health & Family Welfare,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Rural Development & Poverty Alleviation,Any Other","T- 2907,G/F GALI NO. 21B BALJEET NAGAR, NEAR SANJAY PARK TRANSFARMER",DELHI,DELHI,Not Available,8900534534,Not Available,grandmaster863@gmail.com
5,JOY FOUNDATION,"S/2556/SDM/NW/2016, NEW DELHI (DELHI)","JHUGGI A-280, J J CLUSTER G P BLOCK PITAMPRUA DELHI 110034",Data Not Found,"JOVE CONSCIOUS FOUNDATIONKH No-411/1/1, G/F Firni Road , Village Mundka ,Pole No. MDKO480 Opp. Delhi Metro Rai Depo.
New Delhi-110041Delhi , India",Delhi,DELHI,Not Available,9999986096,Not Available,jovecofo@gmail.com
6,Joy James Educational Trust,"2460, New Delhi (DELHI)","E30, Jungpura Extension New Delhi - 110014",Data Not Found,"JHUGGI A-280, J J CLUSTER G P BLOCK PITAMPRUA DELHI 110034",NEW DELHI,DELHI,Not Available,8585957557,Not Available,joyfoundationpmkvy@gmail.com
7,JPM FOUNDATION,"1342, NEW DELHI (DELHI)",A1/62 GALI NO-5 NEAR GANDHI CHOWK MOHAN GARDEN UTTAM NAGAR NEW DLHI-110059,"Children,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Nutrition,Panchayati Raj,Vocational Training,Women's Development & Empowerment,Youth Affairs","E30, Jungpura Extension New Delhi - 110014",New Delhi,DELHI,Not Available,8588911979,Not Available,rsmacompanyreport@gmail.com
8,JSI R&T India Foundation,"U74900DL2014NPL273692, New Delhi (DELHI)","Plot 5 and 6, LSC, Near Post Office, Nelson Mandela Marg, Vasant Kunj,",Health & Family Welfare,A1/62 GALI NO-5 NEAR GANDHI CHOWK MOHAN GARDEN UTTAM NAGAR NEW DLHI-110059,NEW DELHI,DELHI,Not Available,7840008976,HTTP://WWW.JPMFOUNDATION.IN,jpmpmkvy@gmail.com
9,JSR CHARITABLE TRUST,"1512, NEW DELHI (DELHI)","W-6, PVT NO.-4, WEST PATEL NAGAR, NEAR MAIN ROAD, NEW DELHI-110008",Children,"Plot 5 and 6, LSC, Near Post Office, Nelson Mandela Marg, Vasant Kunj,",New Delhi,DELHI,Not Available,9873041122,Not Available,arun_monga@in.jsi.com
10,judo association of india,"DL 024 NO 4 VOL NO 3, 518, Delhi (DELHI)","22 A/9, Flat No.4, Kishan Garh, Vasant Kunj, New Delhi : 110070, India",Data Not Found,"W-6, PVT NO.-4, WEST PATEL NAGAR, NEAR MAIN ROAD, NEW DELHI-110008",NEW DELHI,DELHI,Not Available,9599556679,Not Available,cagoelkapil9@gmail.com
11,JUDO FEDERATION OF INDIA,"S3053 1966-67, New Delhi (DELHI)","JUDO FEDERATION OF INDIA, WZ-114-E, Hari Singh Complex, 3rd Floor, Todapur, NEW DELHI - 110012",Sports,"22 A/9, Flat No.4, Kishan Garh, Vasant Kunj, New Delhi : 110070, India",Delhi,DELHI,Not Available,9999776472,http://www.judoassociationofindia.com/,drdharry@yahoo.com
12,JUGNU LET'S MAKE EVERYONE SHINE,"1131/2014, New Delhi (DELHI)",B-111 Rani Garden Extn Shastri Nagar,"Education & Literacy,Health & Family Welfare,Human Rights,Science & Technology,Sports,Youth Affairs","JUDO FEDERATION OF INDIA, WZ-114-E, Hari Singh Complex, 3rd Floor, Todapur, NEW DELHI - 110012",New Delhi,DELHI,011-25844334,9868869049,http://www.onlinejfi.org,jfiindia@gmail.com
13,JUNOON EK NAI PAHAL,"S/194/NE/2011, DELHI (DELHI)",HOUSE NO 49 TAHIRPUR NEAR AHILYA BAI HOLKAR PARK DILSHAD GARDEN DELHI 110095,"Agriculture,Art & Culture,Children,Education & Literacy,Human Rights,Information & Communication Technology,Women's Development & Empowerment,Youth Affairs",B-111 Rani Garden Extn Shastri Nagar,New Delhi,DELHI,Not Available,9560656772,http://jugnusociety.org/,jugnusociety@gmail.com
14,JUPITER EDUCATION AND WELFARE TRUST,"399, RAJOURI GARDEN (DELHI)","PARTAP HOUSING ROAD, OPPOSITE BATRA HOSPITAL, RAJOURI GARDEN, WEST DELHI-110027","Education & Literacy,Health & Family Welfare,Information & Communication Technology,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Vocational Training,Women's Development & Empowerment",HOUSE NO 49 TAHIRPUR NEAR AHILYA BAI HOLKAR PARK DILSHAD GARDEN DELHI 110095,DELHI,DELHI,Not Available,7503312383,Not Available,junoonngo@gmail.com
15,JUST FOR YOU ORGANIZATION,"1769, NEW DELHI (DELHI)","B-1/43, GROUND FLOOR, GALI NO. 3, NEW ASHOK NAGAR, DELHI-110096","Art & Culture,Children,Education & Literacy,Environment & Forests,Food Processing,Information & Communication Technology,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Urban Development & Poverty Alleviation","PARTAP HOUSING ROAD, OPPOSITE BATRA HOSPITAL, RAJOURI GARDEN, WEST DELHI-110027",RAJOURI GARDEN,DELHI,Not Available,9805348156,Not Available,JCE1200@YAHOO.COM
16,JUSTICE AND CARE DEVELOPMENT ASSOCIATION,"U74140DL2015NPL284506, NEW DELHI (DELHI)","A-16/9, VASANT VIHAR, NEW DELHI – 110057, DELHI, INDIA",Human Rights,"B-1/43, GROUND FLOOR, GALI NO. 3, NEW ASHOK NAGAR, DELHI-110096",NEW DELHI,DELHI,Not Available,9457657824,Not Available,mohdkadirsiddiqui@gmail.com
17,JUSTICE AND CARE INDIA,"U85190DL2012NPL233809, NEW DELHI (DELHI)","A16/9, VASANT VIHAR, SOUTH DELHI, NEW DELHI - 110057, INDIA",Data Not Found,"A-16/9, VASANT VIHAR, NEW DELHI – 110057, DELHI, INDIA",NEW DELHI,DELHI,Not Available,9920168375,Not Available,roque.coutinho@justiceandcare.org
18,Justice For Rights Foundation,"400, Delhi (DELHI)","E-40/928, Molar Band extension, Arya Samaj","Agriculture,Children,Civic Issues,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Minority Issues,Right to Information & Advocacy,Tribal Affairs,Water Resources,Women's Development & Empowerment,Youth Affairs","A16/9, VASANT VIHAR, SOUTH DELHI, NEW DELHI - 110057, INDIA",NEW DELHI,DELHI,Not Available,8527394684,https://justiceandcare.org/,ratna.saxena@justiceandcare.org
19,JUSTICE UNIT TEAM OF EMPOWERMENT,"199/2012, Delhi (DELHI)","C-324, G/F, Mulla Colony, Gali No.-14, Harijan Basti, Gharoli Ext.","Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other","E-40/928, Molar Band extension, Arya Samaj",Delhi,DELHI,Not Available,9650300297,http://justice4rights.org/,justiceforrightsfoundation@gmail.com
20,Justice Ventures India Trust,"2153, New Delhi (DELHI)","C39, L.G.F, Nizamuddin East, New Delhi - 110015","Children,Labour & Employment,Prisoner's Issues,Urban Development & Poverty Alleviation","C-324, G/F, Mulla Colony, Gali No.-14, Harijan Basti, Gharoli Ext.",Delhi,DELHI,Not Available,9811704421,Not Available,jute.org@hotmail.com
21,JUSTPROP REALTY PRIVATE LIMITED,"U70100DL2013PTC248349, NEW DELHI (DELHI)","JUSTPROP REALTY PRIVATE LIMITED.B-272, SARASWATI VIHAR NEW DELHI-110034",Any Other,"C39, L.G.F, Nizamuddin East, New Delhi - 110015",New Delhi,DELHI,Not Available,8447337248,Not Available,tessyvilsant@gmail.com
22,JYOTI DEVELOPMENT TRUST,"3289/4, DELHI (DELHI)","B-18, MIG FLATS, SAKET",Education & Literacy,"JUSTPROP REALTY PRIVATE LIMITED.B-272, SARASWATI VIHAR NEW DELHI-110034",NEW DELHI,DELHI,Not Available,9250006302,http:www.justprop.com,operationjustprop@gmail.com
23,Jyoti Educational Society,"01022/NE, DELHI (DELHI)","E-428, GALI NO. 6, JAGFEET NAGAR, USMANPUR, DELHI-110053",Women's Development & Empowerment,"B-18, MIG FLATS, SAKET",DELHI,DELHI,Not Available,9932331587,Not Available,hjc.kgp01@gmail.com
24,JYOTI PUNJ TRUST,"408/2039, NEW DELHI (DELHI)","119, ANSAL CHAMBER2, 6, BIKAJI KAMA PLACE, DELHI - 110066","Civic Issues,Differently Abled,Disaster Management,Education & Literacy,Health & Family Welfare,HIV/AIDS,Human Rights,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs","E-428, GALI NO. 6, JAGFEET NAGAR, USMANPUR, DELHI-110053",DELHI,DELHI,Not Available,9988255888,Not Available,rajdeepjosan@asamseducation.com
25,JYOTI SAGAR SHIKSHA AVOM JAN KALYAN SAMITI,"S-56187, Gharoli Dairy Farm  (DELHI)","A852, Gharoli Dairy Farm Colony Delhi - 110096",Data Not Found,"119, ANSAL CHAMBER2, 6, BIKAJI KAMA PLACE, DELHI - 110066",NEW DELHI,DELHI,Not Available,9868789977,Not Available,ashmeet.sidhu@thalesgroup.com
26,JYOTI SOCIAL WELFARE SOCIETY,"S-4558, DELHI (DELHI)","B-14, WEST JYOTI NAGAR, LONI RAOD",Data Not Found,"A852, Gharoli Dairy Farm Colony Delhi - 110096",Gharoli Dairy Farm,DELHI,Not Available,8383088579,Not Available,jyotisagarshiksha@gmail.com
27,JYOTI WOMEN AND CHILDREN DEVELOPMENT SOCIETY,"S-36316, NEW DELHI (DELHI)","PLOT NO-4, FIRST FlOOR VIPIN GARDEN NEAR DWARKA MORE UTTAM NAGAR NEW DELHI",Any Other,"B-14, WEST JYOTI NAGAR, LONI RAOD",DELHI,DELHI,Not Available,9810293890,Not Available,stjosephconventdl@gmail.com
28,jyotiarts,"63505, KAROL BAGH (DELHI)","16/1544 E BAPA NAGAR ARYA SAMAJ ROAD, KAROL BAGH NEW DELHI 05",Data Not Found,"PLOT NO-4, FIRST FlOOR VIPIN GARDEN NEAR DWARKA MORE UTTAM NAGAR NEW DELHI",NEW DELHI,DELHI,Not Available,9810587354,Not Available,jwcds_office@yahoo.com
29,JYOTISH ANUSTHAN FOUNDATION,"234, New Delhi (DELHI)","Plot No. 34 Khasra No. 41/6, Portion Front Floor Ground, Inder Enclave Phase-1, Suleman Nagar, Village Kirari, New Delhi-110086",Data Not Found,"16/1544 E BAPA NAGAR ARYA SAMAJ ROAD, KAROL BAGH NEW DELHI 05",KAROL BAGH,DELHI,Not Available,9958183820,Not Available,sajjadnsd@gmail.com
30,JYOTISHPEETHADHEESHWAR JAGADGURU SHANKARACHARYA SWAMI MADHVASHRAM CHARITABLE TRUST (REGD),"281, DELHI (DELHI)","KRISHNA BODH DHAM, 7 SHANKARACHARYA MARG, CIVIL LINES, DELHI11054","Art & Culture,Education & Literacy,Art & Culture,Education & Literacy,Art & Culture,Education & Literacy","Plot No. 34 Khasra No. 41/6, Portion Front Floor Ground, Inder Enclave Phase-1, Suleman Nagar, Village Kirari, New Delhi-110086",New Delhi,DELHI,Not Available,9717535772,http://www.meetpanditjee.com,meetpanditji18@gmail.com
31,K C S FOUNDATION,"1365, new delhi (DELHI)",RZ-10/234WS POle no 43 west sagar pur near masjid new delhi-110046,"Children,Education & Literacy,Environment & Forests,Health & Family Welfare","KRISHNA BODH DHAM, 7 SHANKARACHARYA MARG, CIVIL LINES, DELHI11054",DELHI,DELHI,Not Available,9855492244,Not Available,manmohan61@yahoo.com
32,K K FOUNDATION,"R-215/4, Delhi (DELHI)","384, ASIAN GAMES VILLAGE, NEW DELHI",Data Not Found,RZ-10/234WS POle no 43 west sagar pur near masjid new delhi-110046,new delhi,DELHI,Not Available,8700427616,Not Available,foundationkcs@gmail.com
33,K RAM FOUNDATION,"161/2011, DELHI (DELHI)","118C, POCKET F,MAYUR VIHAR - PHASE -IIDLEHI 110091","Women's Development & Empowerment,Vocational Training,Differently Abled,Any Other","384, ASIAN GAMES VILLAGE, NEW DELHI",Delhi,DELHI,Not Available,9999989151,http://aryabharat.in/,kkfoundation2@gmail.com
34,Kaarigar Vikas Sanstha,"S/59387, Delhi (DELHI)","A-138, Gali No-14New Ashok NagarDelhi-110096",Art & Culture,"118C, POCKET F,MAYUR VIHAR - PHASE -II
DLEHI 110091",DELHI,DELHI,Not Available,9999605344,http://www.krmfoundation.org,swamycwc@gmail.com
35,Kabil,"SOCIETY/WEST/2012/8900710, New Delhi (DELHI)","First Floor, Tasar, 54/9-D Kishangarh, Near Fortis Hospital","Agriculture,Land Resources,Rural Development & Poverty Alleviation,Water Resources","A-138, Gali No-14
New Ashok Nagar
Delhi-110096",Delhi,DELHI,011-24636449,9810026795,http://,tmtripathi12@gmail.com
36,KABLIJI MEMORIAL TRUST,"1653 BOOK NO. 4 VOL NO. 1258, NEW DELHI (DELHI)","11, AMRITA SHERGIL MARG",Data Not Found,"First Floor, Tasar, 54/9-D Kishangarh, Near Fortis Hospital",New Delhi,DELHI,011-40507436,8447749918,http://www.kabilindia.org,kabil.ho@gmail.com
37,KAILASH MEMORIAL CHARITABLE SOCIETY,"S/25976, Delhi (DELHI)","51, ZoneH4/5, Suvidha Kunj, Pitampura, Delhi110034",Education & Literacy,"11, AMRITA SHERGIL MARG",NEW DELHI,DELHI,Not Available,9810575247,Not Available,GHAZALAKHAN02@GMAIL.COM
38,Kailash Satyarthi Children's Foundation,"13307, New Delhi (DELHI)","L-6, IIIrd Floor, Kalkaji, New Delhi-110019","Children,Education & Literacy","51, ZoneH4/5, Suvidha Kunj, Pitampura, Delhi110034",Delhi,DELHI,Not Available,9268221544,Not Available,hpl241215@gmail.com
39,Kailasho Nihaal Sewa Sansthan,"106, Delhi  (DELHI)","D-21-G, Street No. 1 East Vinod Nagar Delhi- 91,","Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Aged/Elderly,Rural Development & Poverty Alleviation,Tribal Affairs,Women's Development & Empowerment","L-6, IIIrd Floor, Kalkaji, New Delhi-110019",New Delhi,DELHI,Not Available,9999077207,http://www.satyarthi.org.in,finance@satyarthi.org
40,kaksha foundation,"467, ROHINI (DELHI)","E-113, RAJEEV NAGAR, ROHINI, SECTOR-22, BEGUMPUS, NEW DELHI-110086",Data Not Found,"D-21-G, Street No. 1 East Vinod Nagar Delhi- 91,",Delhi,DELHI,Not Available,9717201054,http://www.kailashsewa.org,anmol314@yahoo.com
41,kala kalp sanskrutik sansthan,"2517, DELHI (DELHI)","WZ151/8,Near Sabzi Market,Near M.C. Primery school,Madipur,New Delhi",Data Not Found,"E-113, RAJEEV NAGAR, ROHINI, SECTOR-22, BEGUMPUS, NEW DELHI-110086",ROHINI,DELHI,Not Available,9540808550,Not Available,kkakshafoundation@gmail.com
42,KALA KAUSHAL VIKAS SANKUL,"500, DILSHAD GARDEN (DELHI)","O-4/C-2, Pocket-O, Dilshad Garden, Delhi-110095","Art & Culture,Education & Literacy,Sports,Youth Affairs","WZ151/8,Near Sabzi Market,Near M.C. Primery school,Madipur,New Delhi",DELHI,DELHI,Not Available,9910345888,http://www.kalakalpss.com/,atasionline@yahoo.com
43,KALA MANDALI,"S/1642/Distt. South/2014, New Delhi (DELHI)","Secretary, Ground Floor, 25B, L Block, Saket, New Delhi - 110017",Art & Culture,"O-4/C-2, Pocket-O, Dilshad Garden, Delhi-110095",DILSHAD GARDEN,DELHI,Not Available,9810424352,Not Available,CHUNESHBANSAL@GMAIL.COM
44,KALA SANDHANI CULTURAL SOCIETY,"DISTRICT EAST/SOCIETY/99/2012, DELHI (DELHI)","184, L.G.F.VIGYAN VIHAR, NEAR MANDIR, DELHI-110092",Data Not Found,"Secretary, Ground Floor, 25B, L Block, Saket, New Delhi - 110017",New Delhi,DELHI,011-26108358,9911774307,Not Available,kalamandalidelhi@gmail.com
45,KALAASHISH,"S-56880, NEW DELHI (DELHI)","35, ANAND LOKNEW DELHI-110049",Art & Culture,"184, L.G.F.VIGYAN VIHAR, NEAR MANDIR, DELHI-110092",DELHI,DELHI,Not Available,8800514615,Not Available,vidhi0127@gmail.com
46,KALADHARMI,"4558, NEW DELHI (DELHI)","1LF, SAFDAR HASHMI MARG NEW DELHI110001",Art & Culture,"35, ANAND LOK
NEW DELHI-110049",NEW DELHI,DELHI,011-26254499,9582474551,Not Available,asavaripawar1965@gmail.com
47,kalahetu,"S/R61/SDM/NW/2014,  NEW DELHI (DELHI)",KalahetuC1/3 Vjay Vihar Phase 2 RohiniDelhi-110085,Art & Culture,"1LF, SAFDAR HASHMI MARG NEW DELHI110001",NEW DELHI,DELHI,Not Available,9062822586,Not Available,kaladharmi@gmail.com
48,KALAKAR TRUST,"DI(E)/K-334/92/3900, SOUTH (DELHI)","139 B, HUMAYUNPUR, SAFDARJUNG ENCLAVE, NEW DELHI","Art & Culture,Education & Literacy,Health & Family Welfare","Kalahetu
C1/3 Vjay Vihar Phase 2 RohiniDelhi-110085",NEW DELHI,DELHI,Not Available,9013399092,Not Available,kalahetu@gmail.com
49,KALAM SEWA SAMITI,"S/ND/993/2019, New Delhi (DELHI)","WZ-553/C arya samaj mandir marg, Nangal Raya, New Delhi","Children,Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Legal Awareness & Aid,Micro Finance (SHGs),Urban Development & Poverty Alleviation,Vocational Training","139 B, HUMAYUNPUR, SAFDARJUNG ENCLAVE, NEW DELHI",SOUTH,DELHI,Not Available,9899220078,Not Available,DAGAKALAKAR@YAHOO.COM
50,Kalaratan Foundation,"1162, Delhi (DELHI)","C47, Old Govind Pura Extension, Delhi - 110051","Children,Education & Literacy,HIV/AIDS,Human Rights,Labour & Employment,Water Resources,Women's Development & Empowerment","WZ-553/C arya samaj mandir marg, Nangal Raya, New Delhi",New Delhi,DELHI,Not Available,8448905741,Not Available,kalamngo2019@gmail.com
51,Kalari Kendram Delhi,"1825/2017, Delhi (DELHI)",6-C pocket A-1mayur vihar Phase -3,Art & Culture,"C47, Old Govind Pura Extension, Delhi - 110051",Delhi,DELHI,Not Available,7838228827,Not Available,kalaratanfoundation@gmail.com
52,Kalash Kalashree,"S/1910/Distt. South/2015, New Delhi (DELHI)","A-101 C, Freedom Fighters Enclave, IGNOU Road, Neb Sarai","Art & Culture,Differently Abled,Any Other","6-C pocket A-1
mayur vihar Phase -3",Delhi,DELHI,Not Available,9711804975,http://kalarikendramdelhi.com/,kalarikendram@gmail.com
53,kalashram,"S/11352, New Delhi (DELHI)",D-II/33 shahjhan road New Delhi,Art & Culture,"A-101 C, Freedom Fighters Enclave, IGNOU Road, Neb Sarai",New Delhi,DELHI,Not Available,9891299879,Not Available,kalashkalashree@gmail.com
54,kalashree for art and yoga,"S-61139/2008, delhi (DELHI)","F 267-268, Pandav Nagar, Delhi, Pin Code - 110092",Art & Culture,D-II/33 shahjhan road New Delhi,New Delhi,DELHI,Not Available,9810836376,http://www.birjumaharaj-kalashram.com/,kalashrambirjumaharaj@gmail.com
55,Kalawati Education And Social Service Samiti,"S-57129/2006, DELHI (DELHI)","C-1186, LIG FLATS EAST OF LONI ROAD DELHI","Art & Culture,Children,Education & Literacy,Food Processing,Women's Development & Empowerment","F 267-268, Pandav Nagar, Delhi, Pin Code - 110092",delhi,DELHI,011-22222222,9810233286,Not Available,kalashreeforartsnyoga@gmail.com
56,KALINGA BHARTI FOUNDATION,"S/1444/NE/2014, Delhi (DELHI)","DDA Flat No-260, Sector-12, Pocket-1, Gangotri Appartment, Dwarka, New Delhi-110078","Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Rural Development & Poverty Alleviation,Women's Development & Empowerment","C-1186, LIG FLATS EAST OF LONI ROAD DELHI",DELHI,DELHI,Not Available,9639184051,Not Available,kesss.ngo@gmail.com
57,Kalpataru Cultural Evolution Trust,"11115, Delhi (DELHI)","Registered office: 87, Gagan Vihar Extn., 2nd Floor, New Delhi 110051Project office: F-463, Second Floor, Vaishali, Sector-3, Ghaziabad Pin: 201010, (U.P.) India",Data Not Found,"DDA Flat No-260, Sector-12, Pocket-1, Gangotri Appartment, Dwarka, New Delhi-110078",Delhi,DELHI,Not Available,9812423798,Not Available,akshay_samal09@rediffmail.com
58,KALPVEDA FOUNDATION,"U85300DL2018NPL341806, New Delhi (DELHI)","J II-116/2, G/F, SANGAM VIHAR, NEAR ARJUN PANI WALLA, NEW DELHI","Art & Culture,Dalit Upliftment,Education & Literacy,Environment & Forests,Health & Family Welfare,Minority Issues,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs","Registered office: 87, Gagan Vihar Extn., 2nd Floor, New Delhi 110051
Project office: F-463, Second Floor, Vaishali, Sector-3, Ghaziabad Pin: 201010, (U.P.) India",Delhi,DELHI,Not Available,9210319477,Not Available,kalpataru.ngo@gmail.com
59,KALYAN FOUNDATION,"S/2229/Distt. South/2017, NEW DELHI (DELHI)","HOUSE IN KH.NO.-131, G/F, GALI NO.1, NEB SARAI,","Agriculture,Art & Culture,Children,Differently Abled,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Scientific & Industrial Research,Vocational Training,Women's Development & Empowerment","J II-116/2, G/F, SANGAM VIHAR, NEAR ARJUN PANI WALLA, NEW DELHI",New Delhi,DELHI,Not Available,9999511533,Not Available,rajsahoo888@gmail.com
